Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.958084098,0.30%,0.50%,3462,22.50%,9.30%,17741,8.40%,-6.10%,78,0,-9,$210K,1.90%,5.00%,7255,44.10%,11.30%,3/31/2016,All Residential,"Philadelphia, PA metro area"
1.064929082,0.80%,-1.50%,1058,44.90%,-16.60%,1954,11.20%,26.80%,17,-4,3,"$1,095K",-0.50%,2.40%,1588,19.20%,1.10%,3/31/2016,All Residential,"San Francisco, CA metro area"
1.047071828,1.00%,-1.70%,1209,56.80%,-8.50%,1985,22.70%,26.30%,15,-3,3,$860K,4.20%,6.20%,1976,39.40%,8.20%,3/31/2016,All Residential,"San Jose, CA metro area"
1.022766152,1.00%,1.80%,3848,40.70%,-0.30%,4398,8.50%,-26.60%,8,-5,-9,$424K,5.10%,10.00%,5213,34.70%,1.10%,3/31/2016,All Residential,"Seattle, WA metro area"
0.985433731,0.30%,0.00%,6432,25.30%,10.70%,18737,15.80%,0.70%,50,-12,4,$350K,-1.40%,-2.80%,12592,64.30%,16.80%,3/31/2016,All Residential,"Washington, DC metro area"
0.952822286,0.10%,0.30%,2910,32.90%,-9.50%,15406,1.00%,2.90%,73,-2,-2,$229K,5.70%,13.40%,4366,1.60%,2.10%,3/31/2016,All Residential,"West Palm Beach, FL metro area"
0.975400318,-0.10%,0.10%,5167,15.60%,5.70%,17579,-21.50%,-3.80%,90,7,2,$345K,1.50%,4.90%,2527,-30.80%,4.70%,12/31/2014,All Residential,"Boston, MA metro area"
0.962210523,-0.10%,-0.70%,9035,18.30%,4.70%,40981,-11.70%,10.40%,82,3,4,$185K,0.50%,5.70%,6562,-20.60%,-3.50%,12/31/2014,All Residential,"Chicago, IL metro area"
,,,6873,20.20%,9.90%,15275,-13.00%,-12.70%,41,1,-7,$200K,2.60%,8.80%,4828,-16.50%,13.50%,12/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.972940629,0.00%,0.20%,6925,26.00%,10.40%,16763,-6.10%,-2.70%,36,1,-6,$210K,6.90%,11.10%,5185,-15.00%,8.70%,12/31/2014,All Residential,"Houston, TX metro area"
0.987081622,-0.10%,-0.80%,6075,18.80%,0.00%,13887,-15.20%,18.30%,43,4,18,$465K,0.20%,6.60%,4302,-21.20%,-1.40%,12/31/2014,All Residential,"Los Angeles, CA metro area"
0.961555063,0.10%,-0.80%,3289,28.70%,10.70%,17396,-0.30%,,70,1,11,$218K,2.00%,7.90%,3623,-2.10%,,12/31/2014,All Residential,"Miami, FL metro area"
0.965356259,0.00%,-0.80%,3559,24.80%,22.70%,13900,-3.90%,-9.30%,62,6,-31,$167K,0.30%,5.70%,3120,-8.40%,9.70%,12/31/2014,All Residential,"Orlando, FL metro area"
0.955432775,0.00%,0.40%,3819,22.50%,12.60%,17655,-10.00%,8.40%,69,6,0,$220K,3.70%,2.30%,2631,-19.10%,10.30%,12/31/2014,All Residential,"Philadelphia, PA metro area"
1.037453826,-1.30%,0.60%,1077,-8.00%,-5.90%,1050,-35.80%,-8.30%,27,6,7,$915K,-7.60%,10.90%,421,-47.20%,-17.30%,12/31/2014,All Residential,"San Francisco, CA metro area"
1.017916738,-0.70%,0.30%,1159,1.90%,-7.30%,1303,-36.00%,17.10%,38,8,18,$717K,-4.40%,10.30%,546,-32.80%,-8.80%,12/31/2014,All Residential,"San Jose, CA metro area"
0.991595568,0.10%,0.00%,3442,9.80%,8.20%,6332,-15.10%,-10.30%,38,7,3,$370K,-0.60%,5.70%,1802,-25.50%,-0.40%,12/31/2014,All Residential,"Seattle, WA metro area"
0.98386634,0.00%,-0.40%,6399,27.30%,12.20%,17028,-12.80%,18.60%,49,8,15,$370K,2.80%,1.40%,4105,-18.80%,11.80%,12/31/2014,All Residential,"Washington, DC metro area"
0.950256338,-0.50%,-0.10%,2970,26.00%,13.20%,13970,-1.60%,5.40%,71,-1,7,$205K,4.10%,11.50%,3191,-4.90%,5.90%,12/31/2014,All Residential,"West Palm Beach, FL metro area"
0.977063674,-0.20%,1.00%,4790,-7.00%,-5.00%,22563,-11.20%,-2.80%,83,0,-19,$324K,-0.20%,8.10%,3917,-38.10%,6.10%,11/30/2013,All Residential,"Boston, MA metro area"
0.968691887,-0.30%,1.30%,8481,-30.30%,5.50%,41341,-12.10%,-14.40%,80,5,-23,$172K,-4.40%,11.70%,8356,-26.50%,2.20%,11/30/2013,All Residential,"Chicago, IL metro area"
,,,5861,-14.20%,5.20%,20209,-6.40%,-11.70%,45,2,-13,$178K,-1.10%,9.50%,6154,-20.50%,-0.50%,11/30/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.971508576,-0.10%,0.60%,5482,-14.20%,10.10%,18688,-7.30%,-9.90%,42,0,-17,$182K,2.70%,7.80%,5553,-23.00%,1.90%,11/30/2013,All Residential,"Houston, TX metro area"
0.99751406,-0.30%,0.40%,5716,-15.80%,-14.70%,13263,-7.40%,13.30%,24,3,-7,$430K,-1.10%,22.90%,5715,-26.30%,-4.20%,11/30/2013,All Residential,"Los Angeles, CA metro area"
0.970135614,-0.20%,0.10%,2432,-22.40%,-9.00%,,,,58,4,,$202K,6.40%,21.10%,,,,11/30/2013,All Residential,"Miami, FL metro area"
0.975341774,-0.20%,-0.10%,2506,-16.90%,-15.00%,16158,0.00%,-2.00%,90,2,-17,$159K,2.60%,22.30%,3356,-17.00%,9.80%,11/30/2013,All Residential,"Orlando, FL metro area"
0.95276191,-0.10%,0.70%,3116,-18.60%,0.60%,18542,-6.20%,-1.80%,66,3,-14,$220K,0.90%,3.80%,3371,-28.40%,10.60%,11/30/2013,All Residential,"Philadelphia, PA metro area"
1.042333414,-0.40%,1.30%,1381,-14.30%,0.60%,1677,-24.60%,-15.70%,17,2,0,$825K,-4.60%,9.90%,948,-39.00%,-7.10%,11/30/2013,All Residential,"San Francisco, CA metro area"
1.022365396,-0.10%,-0.20%,1278,-18.00%,-11.90%,1562,-22.10%,14.70%,16,1,2,$680K,0.70%,15.30%,973,-33.10%,-6.50%,11/30/2013,All Residential,"San Jose, CA metro area"
0.994364303,-0.20%,0.50%,3002,-21.30%,-4.80%,7977,-12.20%,11.30%,27,6,-5,$346K,-1.10%,8.30%,2585,-32.00%,3.40%,11/30/2013,All Residential,"Seattle, WA metro area"
0.989161312,-0.20%,0.60%,5197,-18.30%,-12.10%,16255,-9.40%,11.40%,30,5,-3,$350K,0.00%,5.40%,5345,-28.50%,9.60%,11/30/2013,All Residential,"Washington, DC metro area"
0.954070982,-0.70%,0.40%,2296,-17.90%,13.40%,13322,2.70%,-0.30%,66,-1,-12,$181K,3.10%,28.90%,3392,-10.90%,19.90%,11/30/2013,All Residential,"West Palm Beach, FL metro area"
0.990378981,0.60%,0.70%,4813,11.20%,22.40%,13890,6.70%,-10.30%,21,-19,-41,$360K,4.80%,6.50%,9130,0.60%,-15.40%,4/30/2016,All Residential,"Boston, MA metro area"
0.97088919,0.40%,0.50%,9738,15.50%,-0.10%,50126,6.60%,-4.70%,73,-22,-7,$225K,11.30%,12.50%,17766,1.90%,-4.10%,4/30/2016,All Residential,"Chicago, IL metro area"
,,,8205,2.50%,7.50%,17617,5.30%,2.90%,25,-2,-1,$226K,0.40%,5.10%,10472,1.00%,-4.40%,4/30/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.97325611,0.20%,-0.20%,6749,1.00%,-1.10%,23904,1.30%,21.50%,30,-8,4,$217K,2.40%,4.80%,9821,-4.50%,-1.40%,4/30/2016,All Residential,"Houston, TX metro area"
0.99587535,0.10%,0.20%,6457,4.70%,-3.60%,15849,4.30%,2.30%,33,-2,2,$530K,2.10%,7.80%,8881,1.40%,-0.60%,4/30/2016,All Residential,"Los Angeles, CA metro area"
0.960446102,0.20%,0.00%,2689,-5.90%,-13.30%,18554,-0.80%,5.70%,58,-8,-14,$250K,4.20%,8.70%,4498,-6.30%,-0.90%,4/30/2016,All Residential,"Miami, FL metro area"
0.974897021,0.20%,0.50%,3677,2.40%,-5.80%,12502,-0.70%,-10.70%,50,-4,-5,$195K,2.40%,13.00%,4833,1.00%,-2.40%,4/30/2016,All Residential,"Orlando, FL metro area"
0.963447483,0.50%,0.80%,3636,5.00%,5.20%,18287,3.10%,-11.70%,61,-17,-14,$220K,4.80%,1.90%,7021,-3.20%,-10.30%,4/30/2016,All Residential,"Philadelphia, PA metro area"
1.066501962,0.20%,-2.10%,1207,14.10%,-21.00%,2299,17.70%,31.40%,19,2,5,"$1,205K",10.00%,6.80%,1747,10.00%,3.60%,4/30/2016,All Residential,"San Francisco, CA metro area"
1.047177522,0.00%,-2.20%,1527,26.30%,-13.50%,2222,11.90%,29.90%,15,0,4,$915K,6.40%,11.60%,1914,-3.10%,-1.20%,4/30/2016,All Residential,"San Jose, CA metro area"
1.028608067,0.60%,1.90%,4031,4.80%,-8.70%,5135,16.80%,-19.10%,8,0,-2,$430K,1.50%,7.50%,5789,11.00%,1.00%,4/30/2016,All Residential,"Seattle, WA metro area"
0.988494855,0.30%,0.00%,6951,8.10%,1.40%,20860,11.30%,-4.40%,27,-23,-1,$375K,7.20%,1.40%,13131,4.30%,0.30%,4/30/2016,All Residential,"Washington, DC metro area"
0.952558554,0.00%,0.20%,3225,10.80%,-10.00%,15354,-0.30%,6.30%,72,-1,-5,$235K,2.60%,9.30%,4165,-4.60%,6.00%,4/30/2016,All Residential,"West Palm Beach, FL metro area"
0.974653031,-0.10%,0.30%,3233,-37.40%,-5.20%,16847,-4.20%,-6.90%,104,14,1,$345K,0.00%,6.80%,3864,52.90%,-10.70%,1/31/2015,All Residential,"Boston, MA metro area"
0.961167681,-0.10%,-0.70%,6775,-25.00%,-14.10%,41555,1.40%,12.00%,92,10,10,$175K,-5.40%,6.10%,10447,59.20%,11.30%,1/31/2015,All Residential,"Chicago, IL metro area"
,,,4527,-34.10%,-1.70%,15635,2.40%,-14.80%,43,2,-12,$190K,-5.00%,11.80%,7093,46.90%,-7.00%,1/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.972750334,0.00%,0.20%,4325,-37.50%,0.30%,17726,5.70%,3.80%,39,3,-10,$190K,-9.50%,8.00%,7813,50.70%,9.40%,1/31/2015,All Residential,"Houston, TX metro area"
0.983517009,-0.40%,-0.80%,4448,-26.80%,-7.20%,14634,5.40%,14.60%,49,6,17,$460K,-1.10%,8.50%,7308,69.90%,-0.50%,1/31/2015,All Residential,"Los Angeles, CA metro area"
0.959410096,-0.20%,-1.20%,2306,-29.90%,-14.10%,17599,1.20%,,75,5,10,$210K,-3.70%,5.40%,4757,31.30%,,1/31/2015,All Residential,"Miami, FL metro area"
0.966051265,0.10%,-0.50%,2667,-25.10%,4.10%,14008,0.80%,-13.00%,66,4,-32,$163K,-2.10%,4.20%,4508,44.50%,11.50%,1/31/2015,All Residential,"Orlando, FL metro area"
0.951210533,-0.40%,0.30%,2652,-30.60%,2.60%,17192,-2.60%,6.70%,77,8,5,$207K,-5.90%,-1.40%,4180,58.90%,8.00%,1/31/2015,All Residential,"Philadelphia, PA metro area"
1.035090691,-0.20%,0.30%,679,-37.00%,-20.90%,1297,23.50%,-7.60%,28,1,3,$910K,-0.50%,4.00%,1069,153.90%,-13.40%,1/31/2015,All Residential,"San Francisco, CA metro area"
1.019957302,0.20%,0.40%,811,-30.00%,-5.00%,1379,5.80%,13.00%,34,-4,17,$697K,-2.80%,7.80%,1037,89.90%,-11.10%,1/31/2015,All Residential,"San Jose, CA metro area"
0.991094342,-0.10%,0.10%,2310,-32.90%,5.40%,5943,-6.10%,-12.30%,43,5,-1,$360K,-2.70%,9.10%,3242,79.90%,1.40%,1/31/2015,All Residential,"Seattle, WA metro area"
0.980109378,-0.40%,-0.40%,4295,-32.90%,-0.60%,16372,-3.90%,17.10%,58,9,16,$345K,-6.70%,3.10%,6257,52.40%,6.00%,1/31/2015,All Residential,"Washington, DC metro area"
0.9485195,-0.20%,-1.00%,2104,-29.20%,-2.90%,14883,6.50%,5.60%,78,7,7,$196K,-4.40%,12.00%,4542,42.30%,6.50%,1/31/2015,All Residential,"West Palm Beach, FL metro area"
0.974301528,-0.30%,0.80%,4888,2.00%,4.60%,18279,-19.00%,-5.20%,88,5,-17,$329K,1.40%,7.30%,2414,-38.40%,4.70%,12/31/2013,All Residential,"Boston, MA metro area"
0.969706354,0.10%,1.50%,8632,1.80%,6.20%,37116,-10.20%,-15.20%,78,-2,-26,$175K,1.70%,16.70%,6800,-18.60%,3.60%,12/31/2013,All Residential,"Chicago, IL metro area"
,,,6254,6.70%,11.70%,17502,-13.40%,-14.40%,48,3,-10,$184K,3.40%,8.20%,4254,-30.90%,-8.30%,12/31/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.971050734,0.00%,0.60%,6272,14.40%,22.20%,17228,-7.80%,-10.10%,42,0,-23,$189K,3.80%,9.20%,4771,-14.10%,13.70%,12/31/2013,All Residential,"Houston, TX metro area"
0.994665259,-0.30%,0.30%,6078,6.30%,-18.30%,11742,-11.50%,19.20%,25,1,-4,$436K,1.50%,23.90%,4364,-23.60%,2.20%,12/31/2013,All Residential,"Los Angeles, CA metro area"
0.96996867,0.00%,0.70%,2971,22.20%,1.90%,,,,59,1,,$202K,-0.10%,12.20%,,,,12/31/2013,All Residential,"Miami, FL metro area"
0.97287527,-0.20%,0.00%,2901,15.80%,-3.30%,15319,-5.20%,0.90%,93,3,-19,$158K,-0.90%,18.40%,2845,-15.20%,17.90%,12/31/2013,All Residential,"Orlando, FL metro area"
0.951332326,-0.10%,0.30%,3391,8.80%,11.80%,16294,-12.10%,-5.20%,69,3,-6,$215K,-2.30%,1.40%,2385,-29.20%,6.70%,12/31/2013,All Residential,"Philadelphia, PA metro area"
1.031105973,-1.10%,0.90%,1144,-17.20%,-8.40%,1145,-31.70%,-16.20%,20,3,0,$825K,0.00%,10.00%,509,-46.30%,-5.90%,12/31/2013,All Residential,"San Francisco, CA metro area"
1.015346006,-0.70%,-1.30%,1250,-2.20%,-9.60%,1113,-28.70%,10.70%,20,4,7,$650K,-4.40%,11.10%,599,-38.40%,-8.30%,12/31/2013,All Residential,"San Jose, CA metro area"
0.991302893,-0.30%,0.20%,3180,5.90%,2.10%,7056,-11.50%,9.80%,35,8,-3,$350K,1.10%,12.90%,1809,-30.00%,0.70%,12/31/2013,All Residential,"Seattle, WA metro area"
0.987791266,-0.10%,0.50%,5705,9.80%,7.20%,14361,-11.70%,11.90%,34,4,-4,$365K,4.30%,10.10%,3671,-31.30%,1.60%,12/31/2013,All Residential,"Washington, DC metro area"
0.951701287,-0.20%,1.00%,2624,14.30%,14.20%,13252,-0.50%,2.70%,64,-2,-20,$184K,1.90%,22.60%,3013,-11.20%,28.40%,12/31/2013,All Residential,"West Palm Beach, FL metro area"
0.972719773,-0.20%,0.10%,2722,-15.80%,0.20%,14467,-14.10%,-26.00%,113,9,-2,$327K,-5.40%,8.90%,3258,-15.70%,-36.80%,2/28/2015,All Residential,"Boston, MA metro area"
0.960336726,-0.10%,-0.80%,6037,-10.90%,0.30%,43891,5.60%,12.20%,98,6,11,$170K,-2.90%,9.70%,12093,15.80%,8.10%,2/28/2015,All Residential,"Chicago, IL metro area"
,,,5385,19.00%,-1.60%,15526,-0.70%,-16.90%,35,-8,-12,$200K,5.30%,11.10%,7361,3.80%,-5.80%,2/28/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.973261546,0.10%,0.00%,4864,12.50%,-6.30%,18353,3.50%,7.80%,37,-2,-9,$198K,4.20%,8.50%,8061,3.20%,9.50%,2/28/2015,All Residential,"Houston, TX metro area"
0.987939735,0.40%,-0.40%,4361,-2.00%,-2.60%,15113,3.30%,16.10%,42,-7,13,$470K,2.20%,8.00%,7282,-0.40%,6.00%,2/28/2015,All Residential,"Los Angeles, CA metro area"
0.960301111,0.10%,-0.60%,2398,4.00%,9.20%,17707,0.60%,,77,2,7,$220K,4.80%,15.80%,4433,-6.80%,,2/28/2015,All Residential,"Miami, FL metro area"
0.963927208,-0.20%,-0.70%,2691,0.90%,15.40%,13918,-0.60%,-16.80%,74,8,-30,$164K,0.50%,5.70%,4310,-4.40%,8.40%,2/28/2015,All Residential,"Orlando, FL metro area"
0.949402699,-0.20%,0.00%,2278,-14.10%,15.50%,17506,1.80%,8.10%,82,5,0,$195K,-5.80%,0.00%,4663,11.60%,23.30%,2/28/2015,All Residential,"Philadelphia, PA metro area"
1.066414127,3.10%,1.30%,830,22.20%,-8.40%,1530,18.00%,-7.60%,15,-13,1,"$1,001K",9.90%,11.20%,1384,29.50%,-4.00%,2/28/2015,All Residential,"San Francisco, CA metro area"
1.044561707,2.50%,1.20%,891,9.90%,-5.80%,1385,0.40%,0.30%,15,-19,3,$755K,8.30%,9.30%,1370,32.10%,-2.10%,2/28/2015,All Residential,"San Jose, CA metro area"
0.997086499,0.60%,0.10%,2630,13.90%,5.70%,5937,-0.10%,-12.60%,40,-3,0,$360K,0.00%,3.60%,3931,21.30%,13.70%,2/28/2015,All Residential,"Seattle, WA metro area"
0.982143081,0.20%,-0.20%,4253,-1.00%,2.10%,16738,2.20%,15.20%,62,4,17,$350K,1.40%,6.10%,7352,17.50%,10.10%,2/28/2015,All Residential,"Washington, DC metro area"
0.952262242,0.40%,0.60%,2252,7.00%,10.50%,15080,1.30%,4.20%,78,0,0,$199K,1.50%,10.40%,4017,-11.60%,4.30%,2/28/2015,All Residential,"West Palm Beach, FL metro area"
0.996004382,0.60%,0.60%,6044,25.60%,13.30%,14198,2.20%,-19.20%,14,-7,-3,$370K,2.80%,2.80%,9211,0.90%,-16.30%,5/31/2016,All Residential,"Boston, MA metro area"
0.973145647,0.20%,0.40%,11474,17.80%,1.00%,52078,3.90%,-5.50%,67,-6,-2,$229K,1.80%,5.00%,17429,-1.90%,0.10%,5/31/2016,All Residential,"Chicago, IL metro area"
,,,8908,8.60%,3.10%,17858,1.40%,-1.00%,24,-1,0,$239K,5.80%,8.60%,10533,0.60%,-4.10%,5/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.973717734,0.00%,-0.50%,7691,14.00%,8.00%,24588,2.90%,19.20%,31,1,7,$225K,3.70%,2.30%,10275,4.60%,2.00%,5/31/2016,All Residential,"Houston, TX metro area"
0.997286767,0.10%,0.10%,6760,4.70%,-0.10%,16312,2.90%,2.20%,34,1,5,$540K,1.90%,10.00%,8778,-1.20%,1.30%,5/31/2016,All Residential,"Los Angeles, CA metro area"
0.960336884,0.00%,0.00%,2792,3.80%,-8.60%,18446,-0.60%,6.90%,58,0,-14,$250K,0.00%,2.00%,4328,-3.80%,5.70%,5/31/2016,All Residential,"Miami, FL metro area"
0.975405678,0.10%,0.50%,3773,2.60%,-0.40%,12517,0.10%,-11.20%,49,-1,-4,$200K,2.50%,11.00%,4761,-1.50%,-1.60%,5/31/2016,All Residential,"Orlando, FL metro area"
0.968838379,0.50%,0.60%,4450,22.40%,12.10%,18284,0.00%,-16.00%,45,-16,-3,$235K,6.80%,4.40%,6498,-7.40%,-11.20%,5/31/2016,All Residential,"Philadelphia, PA metro area"
1.067587522,0.10%,-3.20%,1343,11.30%,4.30%,2372,3.20%,25.60%,18,-1,4,"$1,190K",-1.20%,4.70%,1676,-4.10%,3.00%,5/31/2016,All Residential,"San Francisco, CA metro area"
1.044337979,-0.30%,-3.30%,1575,3.10%,-6.30%,2470,11.20%,29.20%,16,1,6,$935K,2.20%,5.10%,1927,0.70%,0.80%,5/31/2016,All Residential,"San Jose, CA metro area"
1.031690631,0.30%,1.80%,4672,15.90%,1.30%,5326,3.70%,-21.60%,7,-1,-2,$440K,2.30%,10.30%,5875,1.50%,0.80%,5/31/2016,All Residential,"Seattle, WA metro area"
0.991331859,0.30%,0.20%,8710,25.30%,19.90%,21098,1.10%,-11.80%,20,-7,-1,$385K,2.70%,1.30%,11031,-16.00%,-9.60%,5/31/2016,All Residential,"Washington, DC metro area"
0.953436918,0.10%,0.30%,3153,-2.20%,-7.90%,14899,-3.00%,6.60%,73,1,-3,$250K,6.40%,6.40%,3783,-9.20%,2.80%,5/31/2016,All Residential,"West Palm Beach, FL metro area"
0.971910242,-0.20%,0.60%,3412,-30.20%,2.00%,18094,-1.00%,-6.80%,103,15,-16,$323K,-1.80%,13.70%,4325,79.20%,-10.10%,1/31/2014,All Residential,"Boston, MA metro area"
0.967863769,-0.20%,1.20%,7891,-8.60%,-2.60%,37091,-0.10%,-16.70%,82,4,-23,$165K,-5.70%,13.80%,9385,38.00%,-16.30%,1/31/2014,All Residential,"Chicago, IL metro area"
,,,4605,-26.40%,-0.40%,18350,4.80%,-12.20%,55,7,-6,$170K,-7.60%,8.30%,7625,79.20%,-0.60%,1/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.970711047,0.00%,0.50%,4312,-31.30%,10.50%,17069,-0.90%,-11.10%,49,7,-13,$176K,-6.90%,15.00%,7142,49.70%,4.60%,1/31/2014,All Residential,"Houston, TX metro area"
0.991570934,-0.30%,-0.20%,4793,-21.10%,-11.00%,12772,8.80%,29.30%,32,7,5,$424K,-2.80%,22.90%,7344,68.30%,6.10%,1/31/2014,All Residential,"Los Angeles, CA metro area"
0.971384643,0.10%,0.70%,2684,-9.70%,7.70%,,,,65,6,,$199K,-1.40%,13.80%,,,,1/31/2014,All Residential,"Miami, FL metro area"
0.970839397,-0.20%,-0.20%,2561,-11.70%,8.00%,16108,5.20%,2.70%,98,5,-15,$157K,-0.60%,20.40%,4042,42.10%,8.20%,1/31/2014,All Residential,"Orlando, FL metro area"
0.948701244,-0.30%,0.50%,2585,-23.80%,-16.40%,16115,-1.10%,-4.60%,72,3,-14,$210K,-2.30%,5.00%,3870,62.30%,-12.70%,1/31/2014,All Residential,"Philadelphia, PA metro area"
1.031736823,0.10%,1.00%,858,-25.00%,4.40%,1403,22.50%,-6.00%,25,5,2,$875K,6.10%,22.90%,1234,142.40%,5.70%,1/31/2014,All Residential,"San Francisco, CA metro area"
1.016410792,0.10%,-0.90%,854,-31.70%,-5.70%,1220,9.60%,6.60%,17,-3,2,$647K,-0.50%,12.40%,1167,94.80%,-2.60%,1/31/2014,All Residential,"San Jose, CA metro area"
0.990494676,-0.10%,-0.10%,2192,-31.10%,-4.40%,6775,-4.00%,10.00%,44,9,4,$330K,-5.70%,13.80%,3196,76.70%,-2.70%,1/31/2014,All Residential,"Seattle, WA metro area"
0.984425651,-0.30%,0.10%,4320,-24.30%,-12.10%,13976,-2.70%,15.40%,42,8,-3,$335K,-8.20%,5.50%,5903,60.80%,4.20%,1/31/2014,All Residential,"Washington, DC metro area"
0.958506413,0.70%,0.80%,2167,-17.40%,-10.90%,14096,6.40%,6.70%,71,7,-8,$175K,-4.80%,16.70%,4264,41.50%,17.90%,1/31/2014,All Residential,"West Palm Beach, FL metro area"
0.976743299,0.40%,-0.10%,3474,27.60%,-4.70%,13239,-8.50%,-41.10%,104,-9,0,$325K,-0.50%,1.60%,7065,116.90%,-6.70%,3/31/2015,All Residential,"Boston, MA metro area"
0.96166465,0.10%,-0.70%,8224,36.20%,16.50%,48003,9.40%,13.60%,97,-1,8,$185K,8.80%,10.80%,17295,43.00%,16.50%,3/31/2015,All Residential,"Chicago, IL metro area"
,,,7309,35.70%,5.80%,15842,2.00%,-16.70%,29,-6,-6,$209K,4.50%,10.80%,9091,23.50%,-5.30%,3/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.975246405,0.20%,-0.10%,6536,34.40%,1.60%,18723,2.00%,11.40%,27,-10,-6,$208K,4.80%,8.40%,9112,13.00%,4.10%,3/31/2015,All Residential,"Houston, TX metro area"
0.991331839,0.30%,-0.40%,6200,42.20%,12.10%,14914,-1.30%,9.10%,35,-7,11,$478K,1.70%,6.20%,8542,17.30%,3.90%,3/31/2015,All Residential,"Los Angeles, CA metro area"
0.959301721,-0.10%,-0.50%,3057,27.50%,9.20%,17736,0.20%,,79,2,10,$225K,2.30%,4.70%,4875,10.00%,,3/31/2015,All Residential,"Miami, FL metro area"
0.969728678,0.60%,-0.10%,3770,40.10%,34.00%,13935,0.10%,-18.20%,64,-10,-35,$178K,8.70%,11.30%,4866,12.90%,8.30%,3/31/2015,All Residential,"Orlando, FL metro area"
0.953045143,0.40%,0.10%,3168,39.10%,20.20%,18902,8.00%,7.10%,87,5,2,$200K,2.60%,2.60%,6517,39.80%,4.60%,3/31/2015,All Residential,"Philadelphia, PA metro area"
1.079545605,1.30%,2.00%,1268,52.80%,3.10%,1541,0.70%,-9.80%,14,-1,0,"$1,069K",6.80%,12.60%,1571,13.50%,-8.10%,3/31/2015,All Residential,"San Francisco, CA metro area"
1.06396679,1.90%,1.60%,1322,48.40%,10.50%,1572,13.50%,1.00%,12,-3,1,$810K,7.30%,10.40%,1827,33.40%,6.70%,3/31/2015,All Residential,"San Jose, CA metro area"
1.004793021,0.80%,0.60%,3860,46.80%,18.40%,5995,1.00%,-11.70%,17,-23,-6,$385K,6.90%,11.60%,5157,31.20%,17.20%,3/31/2015,All Residential,"Seattle, WA metro area"
0.984986345,0.30%,-0.30%,5812,36.70%,8.80%,18599,11.10%,17.30%,46,-16,12,$360K,2.90%,4.30%,10783,46.70%,16.20%,3/31/2015,All Residential,"Washington, DC metro area"
0.949354276,-0.30%,0.10%,3217,42.90%,21.60%,14966,-0.80%,4.40%,75,-3,5,$202K,1.50%,9.20%,4278,6.50%,5.30%,3/31/2015,All Residential,"West Palm Beach, FL metro area"
0.99814588,0.20%,0.30%,8323,37.70%,8.10%,14828,4.40%,-18.20%,12,-2,0,$395K,6.80%,3.90%,9133,-0.80%,-7.70%,6/30/2016,All Residential,"Boston, MA metro area"
0.974908252,0.20%,0.30%,13957,21.60%,-3.80%,52117,0.10%,-6.40%,64,-3,-2,$239K,4.40%,4.40%,16726,-4.00%,-1.10%,6/30/2016,All Residential,"Chicago, IL metro area"
,,,9531,7.00%,-0.50%,19197,7.50%,0.20%,25,1,2,$248K,3.80%,10.20%,11375,8.00%,1.30%,6/30/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.974669734,0.10%,-0.50%,8290,7.80%,1.00%,25737,4.70%,18.80%,30,-1,9,$230K,2.20%,3.10%,10665,3.80%,4.10%,6/30/2016,All Residential,"Houston, TX metro area"
0.998491198,0.10%,0.20%,7469,10.50%,-1.10%,17223,5.60%,3.30%,32,-2,4,$545K,0.90%,8.20%,9441,7.60%,0.60%,6/30/2016,All Residential,"Los Angeles, CA metro area"
0.961033051,0.10%,0.00%,2951,5.70%,-8.50%,18507,0.30%,8.30%,56,-2,-12,$259K,3.60%,5.80%,4364,0.80%,0.00%,6/30/2016,All Residential,"Miami, FL metro area"
0.977152966,0.20%,0.30%,4206,11.50%,-8.10%,12604,0.70%,-10.80%,42,-7,-6,$209K,4.60%,14.80%,4652,-2.30%,-5.10%,6/30/2016,All Residential,"Orlando, FL metro area"
0.969919587,0.10%,0.30%,5737,28.90%,14.50%,18285,0.00%,-16.10%,40,-5,-4,$247K,5.10%,0.40%,6167,-5.10%,-2.90%,6/30/2016,All Residential,"Philadelphia, PA metro area"
1.052274553,-1.50%,-3.60%,1478,10.10%,1.10%,2561,8.00%,31.70%,21,3,4,"$1,200K",0.80%,9.10%,1676,0.00%,6.30%,6/30/2016,All Residential,"San Francisco, CA metro area"
1.034118739,-1.00%,-2.90%,1656,5.10%,21.20%,2611,5.70%,27.80%,21,5,8,$900K,-3.70%,4.70%,1764,-8.50%,-4.50%,6/30/2016,All Residential,"San Jose, CA metro area"
